id,userId,yachtId,type,weight,createdAt,updatedAt
65038606-6d10-4b1d-bac5-cc4206f39002,50d20eb6-cc7d-4b23-8da2-e62ed0449761,ca992f2e-e57e-4038-ada1-3fbfac5a10d4,wishlist,4,2025-01-18 23:54:44.437463,2025-01-18 23:54:44.437463
30b7fced-1f79-4ff1-a1d2-b9a7004b58b5,50d20eb6-cc7d-4b23-8da2-e62ed0449761,b6c5aad2-4445-4e29-adf1-2e3e17685f7c,view,2,2025-01-19 08:52:05.868442,2025-01-19 08:52:05.868442
5ab59803-3b37-4008-895f-5c26f189f1bb,c298b6dc-d8c7-4b63-93a9-1c4bfad50670,0d7118f9-7f56-4dac-b80e-eef58951ac1d,view,2,2025-01-20 11:21:03.265414,2025-01-20 11:21:03.265414
c7c96193-2e90-4d2f-82e3-5cef30118fc4,b92eb5c2-2791-44f2-a961-55fac97a89c9,db037bd7-c82d-4d3d-933b-7c5ec774fc9b,view,2,2025-01-20 23:56:24.406251,2025-01-20 23:56:24.406251
cd243d49-bb0e-47d8-bf8b-cbb10895f7a8,b92eb5c2-2791-44f2-a961-55fac97a89c9,db037bd7-c82d-4d3d-933b-7c5ec774fc9b,view,2,2025-01-21 04:59:45.217929,2025-01-21 04:59:45.217929
b7ceedfa-bce9-4140-ac0c-93d2f83f5dcf,9f80ec59-9e2a-4613-a0d5-4aee6d7cc23c,8ec3f2e2-ae93-4b9f-b8e5-d2e463dcbe0b,wishlist,4,2025-01-21 19:52:24.879970,2025-01-21 19:52:24.879970
04d4e896-00c6-41bf-b307-43a48d16c849,834349ed-1222-4a94-8fe0-05544d524298,4598c8cb-ac72-4991-b005-70818898aed8,view,2,2025-01-22 10:27:43.242568,2025-01-22 10:27:43.242568
54de86a1-a348-4a87-bd88-675bbb0f9574,df016932-ec96-4656-9c78-777deb8b560d,8813f3f3-4bb9-44e5-b861-09660eed65eb,view,2,2025-01-23 02:11:58.563429,2025-01-23 02:11:58.563429
00305301-8970-4a45-9cec-d79ca6691fa3,25b61211-b65a-40f5-8411-1e030e1297c0,3dacf65f-2b81-4a2a-aa81-70e91ce7afdb,wishlist,4,2025-01-23 07:38:45.070048,2025-01-23 07:38:45.070048
0ef9eb9f-2369-474a-b969-222f13ffce32,9e29c6af-6d93-493d-93c8-c23cee0c04d8,e7510fdd-e2b8-4377-9db0-6c848aadfeaf,view,2,2025-01-23 13:24:21.011830,2025-01-23 13:24:21.011830
12cfe485-c632-475f-ab3c-0b414a66b868,9f80ec59-9e2a-4613-a0d5-4aee6d7cc23c,ada50aea-c2bc-4769-ad89-45dc15f79f23,view,2,2025-01-23 17:43:08.502892,2025-01-23 17:43:08.502892
b1da9a28-5f60-49b0-accc-7c5f90f9c5c1,ab670223-5899-49e9-82c7-5d4cc5de2503,860b5de4-bb82-496a-bf01-11c3f1122a60,wishlist,4,2025-01-24 05:03:33.917434,2025-01-24 05:03:33.917434
6b6b801a-9997-4288-8e5a-99fa20990408,834349ed-1222-4a94-8fe0-05544d524298,aaf3d66c-73c8-47ff-9b83-3e0324e7d90b,view,2,2025-01-24 08:06:43.829844,2025-01-24 08:06:43.829844
68270473-ec93-489a-8be1-f423927e9cff,7c16a746-b9fe-49cd-b32c-255a5731066e,4ba5fb36-0a38-4b46-b360-9890d2d9adba,view,2,2025-01-24 08:17:57.455879,2025-01-24 08:17:57.455879
b6dcae05-3d58-4759-835a-ec95ef79e9bf,834349ed-1222-4a94-8fe0-05544d524298,b6304999-ffa0-4322-8ab4-736501fadcfb,view,2,2025-01-24 17:47:25.680228,2025-01-24 17:47:25.680228
e8acedfc-08b9-4084-a1ef-57a2758f7668,32d3a47e-44d8-43b2-a0b1-01dc825cf5a1,ff7ba19b-2036-42ca-b31f-595a02c53008,view,2,2025-01-24 23:07:59.504323,2025-01-24 23:07:59.504323
4c62e6d0-3d9c-4e24-9d20-4d08a80d9b2f,70cd51b5-efad-4de2-a3a1-13c9798518d6,8c9cd0a9-b46f-46e4-a4b7-97a0d820c17d,view,2,2025-01-25 01:53:56.319012,2025-01-25 01:53:56.319012
ac408ce1-facb-41cd-9222-bffb83accec0,9b51c3db-897e-4c13-80a7-425c2d5ba175,6f197c55-0f4f-44c4-8cf2-3544d4cb6c1e,wishlist,4,2025-01-25 04:00:02.618133,2025-01-25 04:00:02.618133
90f1485a-db3c-42e9-8281-85e1c2f4c1d1,470871b9-9de0-425c-9e2d-6c40294ade76,046e0d8a-8a69-4966-b984-70719fe1cb46,wishlist,4,2025-01-25 04:13:16.352070,2025-01-25 04:13:16.352070
52b1e310-39a4-4ffd-87f2-231f89be6cb3,25b61211-b65a-40f5-8411-1e030e1297c0,1245afe4-52ec-4e34-b9b3-d54ec3f8df98,view,2,2025-01-25 09:10:44.179111,2025-01-25 09:10:44.179111
cb6e7bc1-e35b-4932-8136-e7d13c3f98ba,9b51c3db-897e-4c13-80a7-425c2d5ba175,7f4b7464-1a2b-495b-ae20-eefa98aff54d,view,2,2025-01-25 13:03:01.176486,2025-01-25 13:03:01.176486
f85143b4-656d-4661-838c-fd8319d34927,9b51c3db-897e-4c13-80a7-425c2d5ba175,cad00d6e-1d9e-41ac-92c4-8c6129bb2fea,view,2,2025-01-26 09:58:43.061658,2025-01-26 09:58:43.061658
ba9ad0b3-9f05-4a4e-94df-21a42fb6633b,9ef65e65-7bca-4ee4-93f7-f6747a82d60f,2124d71e-ce81-4aa6-9ab8-7a79e3bcfda1,view,2,2025-01-27 10:18:01.716124,2025-01-27 10:18:01.716124
a5a0677a-f980-4c30-85e9-b97f8de18273,601aed0f-c208-4eb7-91b7-4008e921403b,d70b9fa2-aacf-43d0-af0c-863c403d859d,view,2,2025-01-27 12:31:04.677518,2025-01-27 12:31:04.677518
ff266c30-cf28-4cab-b5c7-407c8d460239,5f6c1d85-8f28-4be8-8ce5-c0d3514ed76f,d998909c-7049-454d-ade0-123d595ecac5,view,2,2025-01-27 18:56:22.020836,2025-01-27 18:56:22.020836
ee84e325-c4df-435c-adf5-9b4704048180,9e88f494-56c9-497a-bee7-d294a5d66af1,c3bd248f-feb8-49b9-a176-efad19b5bba0,view,2,2025-01-27 19:16:53.319831,2025-01-27 19:16:53.319831
6a3b8841-101c-407e-b2b4-7ded68977aa9,70cd51b5-efad-4de2-a3a1-13c9798518d6,e3d8d462-d94c-4c7e-887d-be369fa194e3,view,2,2025-01-28 05:35:46.665303,2025-01-28 05:35:46.665303
1dd72250-61da-4047-ad4a-25872b7d9ddf,9e88f494-56c9-497a-bee7-d294a5d66af1,1a55960e-f016-4949-9129-5574e63dc731,view,2,2025-01-28 08:20:23.505386,2025-01-28 08:20:23.505386
c091eae8-df1f-47a4-9750-7cee39c26b2b,d8bcfb68-067e-447d-903d-b70c47c3d29c,08301419-f6b3-4c69-98e4-0ff2f7f83514,view,2,2025-01-28 19:03:23.134692,2025-01-28 19:03:23.134692
3946584f-0dc4-4216-b1d6-cf8103ff81c2,25b61211-b65a-40f5-8411-1e030e1297c0,9f4faf8d-f4f2-471a-ac72-07b5734e0f05,view,2,2025-01-28 21:35:32.190439,2025-01-28 21:35:32.190439
32e3869e-dbca-4203-956d-3128ece90e5c,50d20eb6-cc7d-4b23-8da2-e62ed0449761,10223fb7-f5c6-44bc-a3e7-efe1ef824893,wishlist,4,2025-01-28 21:48:33.124191,2025-01-28 21:48:33.124191
d269c34b-0c37-43fe-8ce0-df86a87ba0f8,b92eb5c2-2791-44f2-a961-55fac97a89c9,db037bd7-c82d-4d3d-933b-7c5ec774fc9b,view,2,2025-01-29 02:11:15.616892,2025-01-29 02:11:15.616892
346d3346-9f50-43fc-aad5-8859faa223da,4c34ffdf-f0e5-44b6-ac80-2938d1cce317,dd32a817-168f-4c79-96bc-ed3245158b82,wishlist,4,2025-01-29 13:16:06.026684,2025-01-29 13:16:06.026684
1f499eb6-cfeb-4866-98ee-6b3430cb9b7d,7c16a746-b9fe-49cd-b32c-255a5731066e,b7165974-6c53-40f5-932a-b98f52f50584,view,2,2025-01-29 14:03:14.500376,2025-01-29 14:03:14.500376
18821a08-832d-4d75-b22c-c57f59bfcea9,be7e66e0-1176-4194-b7e5-4df97d5227b1,04634513-5352-4b85-a9cb-330acd55f727,view,2,2025-01-30 01:07:44.072457,2025-01-30 01:07:44.072457
05445126-13f3-41c6-9816-b09422dee34d,50d20eb6-cc7d-4b23-8da2-e62ed0449761,b6c5aad2-4445-4e29-adf1-2e3e17685f7c,wishlist,4,2025-01-31 05:37:45.950111,2025-01-31 05:37:45.950111
f67c2113-0472-41ce-af49-ae778164a93b,470871b9-9de0-425c-9e2d-6c40294ade76,046e0d8a-8a69-4966-b984-70719fe1cb46,view,2,2025-01-31 11:34:12.038116,2025-01-31 11:34:12.038116
8f7e7083-378e-4b6e-885c-2aac47509e70,ff02ead1-749b-45aa-a5eb-202e33056e70,e709f25e-868f-4134-8dce-68a13ee5d601,view,2,2025-01-31 12:46:23.222806,2025-01-31 12:46:23.222806
27c2e5a2-c1b5-4bd0-b032-2bf9badb3c1f,df016932-ec96-4656-9c78-777deb8b560d,e71b4ccd-1c57-4311-bc43-57455be4bf73,startBooking,8,2025-01-31 19:20:03.773633,2025-01-31 19:20:03.773633
ecf5defa-6137-42af-ab9a-bee32d560067,cd0af6a2-8523-4c6a-9a84-ad7565eaf442,f12f17e4-00c5-4385-a1fa-f8fee9cd4e99,view,2,2025-02-01 02:08:56.241567,2025-02-01 02:08:56.241567
ad2a1eb1-5e31-4a64-9ef7-a4c2504d15e5,2ce53a15-ff6f-4ab8-8d46-31fcc23c10ad,f5a91437-dfc0-4aee-989f-a3c107691f5a,view,2,2025-02-01 02:41:37.224239,2025-02-01 02:41:37.224239
40c48f73-dcd1-4f5e-a927-9409b5cda950,50d20eb6-cc7d-4b23-8da2-e62ed0449761,7665d9f2-04a3-467b-a80c-144eb070af3a,view,2,2025-02-01 02:48:00.682518,2025-02-01 02:48:00.682518
4f220307-9f5e-46d4-bb43-2b6b1881c1d7,5a1c8108-a5da-44cd-9459-a21d12ff7eae,efe606e9-e03e-4754-81d7-d521d94e404a,view,2,2025-02-01 03:29:45.457791,2025-02-01 03:29:45.457791
9003d36e-f8ce-4e75-a827-3859deda5dd3,9a5b4888-49bb-4c27-9bc6-c0e00a96ca12,48ae5da3-1fa6-4db6-8dc1-7a9196c00498,view,2,2025-02-01 08:30:46.413292,2025-02-01 08:30:46.413292
4ae250f1-a3a1-40e2-b8ce-0f8519f25aef,5d407fa1-007b-4b20-b3e8-57d62b7e5869,e80aff3b-65a8-439b-bd80-fc78bc82ccb8,view,2,2025-02-01 13:31:02.063781,2025-02-01 13:31:02.063781
5656373e-748c-4e75-8f2e-b2249fda6034,830a7260-90c4-482e-9ae2-d00c542ce8e6,279e693c-93e8-4e83-9b1b-0394b5bea621,view,2,2025-02-01 15:34:59.311361,2025-02-01 15:34:59.311361
e2708b7c-4057-420a-8081-9e3bbb12e3eb,834349ed-1222-4a94-8fe0-05544d524298,d9f1fa0e-2399-4305-a737-5395a8ab503c,chatOwner,6,2025-02-01 18:30:57.552238,2025-02-01 18:30:57.552238
60b9599c-5b19-4ab1-a099-4f15c8407b36,9f80ec59-9e2a-4613-a0d5-4aee6d7cc23c,079e9764-43ba-4560-bd0e-5d7dbdf6532c,view,2,2025-02-01 19:30:38.442426,2025-02-01 19:30:38.442426
d8af1800-d193-4e2c-bb66-6aa4326562fd,601aed0f-c208-4eb7-91b7-4008e921403b,be3dbcd8-a967-46ba-8fa0-549aa5413191,view,2,2025-02-01 19:57:10.892390,2025-02-01 19:57:10.892390
f2c3a501-bc94-42c1-92ff-8ace19fc4184,dcdb0f53-96fe-407a-9f63-ea5964b1f6aa,d167b26f-08a3-4fb5-86cb-bcfe2122c88a,view,2,2025-02-01 22:18:37.542869,2025-02-01 22:18:37.542869
b06bfd61-0fa2-4a49-a775-0076e0902aa5,f4c212b2-bb45-491a-897b-6da89a2d6c93,d3b953f3-7bcd-4fe3-b9bc-4d173ff0f373,chatOwner,6,2025-02-02 03:43:32.270447,2025-02-02 03:43:32.270447
a60301f7-149b-4485-b121-4c313c80fb1c,d8bcfb68-067e-447d-903d-b70c47c3d29c,ae47e5b2-66a0-4ab2-890e-35e58fd1faed,view,2,2025-02-02 13:06:15.530766,2025-02-02 13:06:15.530766
69acb047-440a-48af-8c68-5f8853e9f701,3ccfcd7c-8d2e-4ae5-90bb-ac39f71a6763,3b042168-80fb-4b91-b05c-01b580f3e656,view,2,2025-02-02 14:49:53.689564,2025-02-02 14:49:53.689564
abfe0390-d496-45b9-86df-4f27160ca26c,834349ed-1222-4a94-8fe0-05544d524298,9a6c3c35-e455-47cc-be97-440ebbf1b0e5,view,2,2025-02-02 20:25:55.321957,2025-02-02 20:25:55.321957
657cead4-c51d-4dc1-9d73-ae5b308ad0f3,2e4f49a3-42d7-40ee-98e5-4cf05f9281a4,8fb39817-7c5b-4ddc-89e7-9a62fbd6938f,view,2,2025-02-03 00:29:53.332962,2025-02-03 00:29:53.332962
0d64f60d-653b-47c6-8e9e-98f8a3c788c0,ea757511-4c3c-4e59-97c5-36256a5d95c0,75b847df-a1ee-4637-bcf9-cc81e1fe88d9,view,2,2025-02-03 03:30:55.791558,2025-02-03 03:30:55.791558
c4fb837b-6dbe-494d-8071-820e26364d62,9f80ec59-9e2a-4613-a0d5-4aee6d7cc23c,ada50aea-c2bc-4769-ad89-45dc15f79f23,wishlist,4,2025-02-03 03:34:27.493622,2025-02-03 03:34:27.493622
6f765cf8-1536-4cb9-b3c2-42147d8029fd,5f6c1d85-8f28-4be8-8ce5-c0d3514ed76f,0cb38639-3d63-4f43-ae2f-99ef9a662f5a,wishlist,4,2025-02-03 18:30:09.954015,2025-02-03 18:30:09.954015
fc2a2938-10f4-4e7d-b868-9b313424302a,bf8d9e46-12e2-4ad1-b24c-1aad70ab872d,60895877-7dc9-4c83-a675-f6e5c7a18fe1,view,2,2025-02-03 22:37:18.986193,2025-02-03 22:37:18.986193
c4da3d4f-7117-4b25-9395-5534ed6381a0,834349ed-1222-4a94-8fe0-05544d524298,9bb4319d-8891-4282-a1fd-f01f93a4c4a9,wishlist,4,2025-02-04 00:14:23.369293,2025-02-04 00:14:23.369293
b0cb9db8-d487-4b7e-9905-f584fae40014,ab670223-5899-49e9-82c7-5d4cc5de2503,44c2870f-1869-4429-a97f-0e690e56d4a9,view,2,2025-02-04 14:18:20.053217,2025-02-04 14:18:20.053217
036fdad5-89a3-4cdd-9a61-c9bdcd7c6e02,3f44d35a-1f49-41da-91b7-f3672b5b1ac6,30229b5f-356a-4dcf-8a6b-8ebf195fd67b,view,2,2025-02-04 17:43:45.069149,2025-02-04 17:43:45.069149
5a48edef-0c4a-4fe1-88e8-37c8c0cd4a7d,a5db4c79-05e1-4988-a6ef-825eb0c03fab,d17d01c3-d781-4a7b-a412-cbabc7ce7f28,view,2,2025-02-04 22:18:49.206219,2025-02-04 22:18:49.206219
ef9f0e49-2dc8-4943-8459-c713c416e974,d8bcfb68-067e-447d-903d-b70c47c3d29c,a95399f9-b71c-46eb-979c-ef0151fbc86a,view,2,2025-02-05 00:43:37.803494,2025-02-05 00:43:37.803494
665076e8-6db0-4f93-9147-8757a2c256fa,2ce53a15-ff6f-4ab8-8d46-31fcc23c10ad,f4a083c4-38f7-4b69-b9ba-3e9ca7d0332a,wishlist,4,2025-02-05 01:36:50.180679,2025-02-05 01:36:50.180679
ccb7414e-48c9-4c4c-8778-5eaba3edb2e7,f4c212b2-bb45-491a-897b-6da89a2d6c93,0760a136-9b65-4fc1-9989-b629c7138855,wishlist,4,2025-02-05 02:02:59.130243,2025-02-05 02:02:59.130243
17cafc67-e38b-4779-ae8b-73b0e601f7e2,c298b6dc-d8c7-4b63-93a9-1c4bfad50670,8243f290-1c2a-4e51-bd72-c515244667e3,book,10,2025-02-05 02:44:21.429965,2025-02-05 02:44:21.429965
01561bb7-59b7-4942-afc5-fe1e518dcbdf,5f6c1d85-8f28-4be8-8ce5-c0d3514ed76f,1245afe4-52ec-4e34-b9b3-d54ec3f8df98,view,2,2025-02-05 03:08:58.555010,2025-02-05 03:08:58.555010
7c214e5d-4475-44e9-a720-7f4a5703b29b,930da95b-646e-4d94-ba79-2684731c357f,b95d19e9-62d5-4703-955f-d9b9a773131a,wishlist,4,2025-02-05 11:57:07.842259,2025-02-05 11:57:07.842259
c17ee256-0a8f-4a29-b50b-637d67dbbf66,830a7260-90c4-482e-9ae2-d00c542ce8e6,ed2b3eaf-b2ef-40df-b056-820bca5981f2,view,2,2025-02-05 18:55:33.624335,2025-02-05 18:55:33.624335
28517813-9212-4631-a76c-28dbbaf8a1fe,d85752bd-2b0d-4a27-9889-bfd29953365f,6ba36208-f200-462c-83bb-3c91f9f0f05f,view,2,2025-02-06 00:06:04.136768,2025-02-06 00:06:04.136768
4f48bb08-f69c-402b-8d55-92160f98ec19,1d9b6b6a-737e-419f-a613-4a79eb981e22,a4e81521-e4e3-47cf-9cc3-eea8dc470a04,view,2,2025-02-06 04:26:20.708351,2025-02-06 04:26:20.708351
bd5f53b0-1ced-4c74-a02b-533ed42dc591,d8bcfb68-067e-447d-903d-b70c47c3d29c,c0f5f0da-ab9d-4d4a-8081-33a4883f4687,view,2,2025-02-06 05:23:11.020039,2025-02-06 05:23:11.020039
8dc23e8b-4eb5-452c-956c-33d0c571979c,9a5b4888-49bb-4c27-9bc6-c0e00a96ca12,11ce6a16-8aa5-42cc-81c8-4490ebabed99,view,2,2025-02-06 07:40:11.601555,2025-02-06 07:40:11.601555
8c43227e-b6eb-4fe1-ac2a-e039906ee8cc,642bfef9-8441-469a-9810-a53bec4bdf98,9ca6d739-6076-4dde-a6f8-e1e5304260b9,wishlist,4,2025-02-06 15:48:42.652911,2025-02-06 15:48:42.652911
29852578-1f11-439b-94b3-d9ee2e1d3289,601aed0f-c208-4eb7-91b7-4008e921403b,c1705899-df17-482e-a5f7-54386bbc8416,view,2,2025-02-07 03:21:15.873058,2025-02-07 03:21:15.873058
5d33d7b2-42ae-463b-8685-78bc2279e25d,50224cd7-ddd4-4337-8cc2-aae26351ec5d,3d14ae02-265b-4c69-8833-418df2d44b29,startBooking,8,2025-02-07 05:13:25.305948,2025-02-07 05:13:25.305948
635a69da-cd5d-4199-8dec-189438d38dd5,ad4cf751-4520-4fe7-873d-e2767eac2403,c15316b0-9d37-473b-b832-5e39476b03be,view,2,2025-02-07 09:02:04.262707,2025-02-07 09:02:04.262707
9ab126d7-c30f-42dd-a7a6-454663de3620,c298b6dc-d8c7-4b63-93a9-1c4bfad50670,f626ce5f-b1dc-428a-a94d-ffb0299bfe47,view,2,2025-02-07 10:00:58.486711,2025-02-07 10:00:58.486711
b8471b74-5e35-473f-bba8-0d1a1392ce37,12cf7f53-4d36-40f5-92ec-78011a9c36f6,16cece4a-c1c1-44ec-b1f3-01a7a8508b45,view,2,2025-02-07 15:48:48.080245,2025-02-07 15:48:48.080245
fb6e2c59-4ab5-4862-ae02-182795225e58,338b4a79-750b-4762-aa26-581de7c8586a,3b042168-80fb-4b91-b05c-01b580f3e656,wishlist,4,2025-02-08 01:49:58.880342,2025-02-08 01:49:58.880342
036a3341-54a3-4df4-898f-6b84b9c5f327,d85752bd-2b0d-4a27-9889-bfd29953365f,f89e2df3-fbec-4642-8a7c-58d5c7d42633,view,2,2025-02-08 10:14:10.216851,2025-02-08 10:14:10.216851
ed4eab95-d277-494b-ab06-28083a63396f,9a5b4888-49bb-4c27-9bc6-c0e00a96ca12,a2b1e9e9-b136-4aa7-b420-3c8afaa8427c,view,2,2025-02-08 10:47:15.764519,2025-02-08 10:47:15.764519
b8b2be0f-f7e6-4249-b268-ede0355272ea,470871b9-9de0-425c-9e2d-6c40294ade76,37ac2ff1-d7ef-4c18-b2ab-3d119109aeb8,view,2,2025-02-08 14:48:10.548818,2025-02-08 14:48:10.548818
9ab838b8-03e1-4667-8c4a-d6b61276ab78,54585a13-784a-4c39-ab09-57d650947ddb,746a8817-cd02-45dd-bb97-d5990b116f33,view,2,2025-02-08 15:44:14.756978,2025-02-08 15:44:14.756978
096dabdd-2dec-49b2-9add-435537f1cc91,df016932-ec96-4656-9c78-777deb8b560d,a7b03bf0-8ea8-4caa-bae0-a1bfbf650eb8,view,2,2025-02-08 17:30:02.942209,2025-02-08 17:30:02.942209
3cd3a954-d39e-410b-a017-546f7d41b207,95f05ff2-4c75-4fcf-bba8-80562cf8d2c3,cec15f72-6bc9-4e05-a0f2-779429c76c3e,chatOwner,6,2025-02-08 19:12:15.885322,2025-02-08 19:12:15.885322
beee1404-dc53-40cd-9676-ca789d8f98c3,a5db4c79-05e1-4988-a6ef-825eb0c03fab,d17d01c3-d781-4a7b-a412-cbabc7ce7f28,view,2,2025-02-09 01:01:46.135936,2025-02-09 01:01:46.135936
3c5a5010-c05d-4eeb-9cb6-66ba9167ac4f,ff02ead1-749b-45aa-a5eb-202e33056e70,1400c511-f3e6-4ffe-afcb-83fe7e6430b0,wishlist,4,2025-02-09 03:39:39.457896,2025-02-09 03:39:39.457896
0c4f2404-14f1-4bce-acb9-8083565a3a84,f90b83df-a53a-4b29-9563-8b04195a59ee,aede3d83-184e-49a4-9c2e-d458ca865900,view,2,2025-02-09 12:29:27.770751,2025-02-09 12:29:27.770751
3afe2dea-a385-4109-970f-fc569eb851a1,5f6c1d85-8f28-4be8-8ce5-c0d3514ed76f,515e625a-8b38-415d-8834-c67e40816d6b,view,2,2025-02-09 15:55:32.150407,2025-02-09 15:55:32.150407
c89d63b8-5762-4770-9fca-ea110ce92836,0d3ad3d7-8c21-41b1-a6fb-1eb3b8201818,c4efc054-e137-41ca-9024-e662893d67bd,view,2,2025-02-09 22:42:29.593508,2025-02-09 22:42:29.593508
27f5035e-0e40-476f-bb16-988a447f0804,1d9b6b6a-737e-419f-a613-4a79eb981e22,55801005-0753-4c59-87ef-81bb4fb67a6f,view,2,2025-02-09 23:58:29.082567,2025-02-09 23:58:29.082567
0b988b36-0c29-4786-9e60-f9bf80c1aafa,ea757511-4c3c-4e59-97c5-36256a5d95c0,75b847df-a1ee-4637-bcf9-cc81e1fe88d9,view,2,2025-02-10 01:56:35.511750,2025-02-10 01:56:35.511750
556e345b-37ee-4963-9556-de1955f80fb8,dcdb0f53-96fe-407a-9f63-ea5964b1f6aa,2d92d12b-aab1-4414-a605-56ffb26f6919,view,2,2025-02-10 03:21:37.319544,2025-02-10 03:21:37.319544
7b931e29-644e-4a36-97c7-a40f437d2140,f90b83df-a53a-4b29-9563-8b04195a59ee,1392e786-d3bf-4353-9305-dc253adccfde,view,2,2025-02-10 03:57:51.224812,2025-02-10 03:57:51.224812
89db10cf-b3ca-41d9-8664-b82c85197cb9,2ce53a15-ff6f-4ab8-8d46-31fcc23c10ad,92b3e858-8ee4-429a-8561-f7349149e61b,view,2,2025-02-10 04:37:17.010587,2025-02-10 04:37:17.010587
de9b9e7b-cf10-4aa4-9332-20b6e8746807,c17109e9-bac9-4f64-83ef-12ddeaf9baf5,ada094f8-f966-46ba-8316-b77be7c74fa8,wishlist,4,2025-02-10 11:21:23.348145,2025-02-10 11:21:23.348145
c0e92b5f-a810-4313-848d-8b17d5632b9b,597054b3-1227-4e99-ba8a-775a885de57b,4bc24be5-e130-4a8b-906b-3949cda16208,view,2,2025-02-10 19:20:50.668846,2025-02-10 19:20:50.668846
dbcbb423-91f6-4c23-a9a8-b21350bbf504,5a1c8108-a5da-44cd-9459-a21d12ff7eae,6ec5795a-d7fd-4712-a9c6-3c715655c0c2,wishlist,4,2025-02-10 19:27:16.692560,2025-02-10 19:27:16.692560
